acd_name,openalex_id,openalex_display_name,last_known_institution,institution_country,works_count,h_index,aunz_ever,confidence,resolution_method,priority,pub_count,citation_count,i10_index,fwci_mean,fwci_median,oa_rate,intl_collab_rate,first_author_pct,last_author_pct,grants_count,first_year,last_year,trial_count,derm_pub_count,derm_relevance_rate,pub_count_pctile,citation_count_pctile,h_index_pctile,oa_rate_pctile,intl_collab_rate_pctile,grants_count_pctile,total_citations
Dr Cathy Yunjia Zhao,A5087237583,Cathy Zhao,The University of Sydney,AU,76.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,75.0,1791.0,36.0,2.5893953087837835,0.97065,0.4533333333333333,0.4266666666666667,0.4,0.0,11.0,1996.0,2025.0,0.0,41.0,54.7,91.38381201044386,92.34972677595628,38.642297650130544,74.31693989071039,75.40983606557377,95.62841530054644,1791.0
Dr Celestine Chu Wen Wong,A5080338163,Celestine Wong,The Royal Melbourne Hospital,AU,20.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,20.0,471.0,10.0,1.77509,0.8736999999999999,0.35,0.1,0.45,0.05,0.0,2011.0,2025.0,0.0,17.0,85.0,75.06527415143603,82.24043715846994,38.642297650130544,61.20218579234973,32.240437158469945,41.39344262295082,471.0
Dr Charles Xie,A5110680680,Charles Xie,Peter MacCallum Cancer Centre,AU,9.0,7.0,1.0,HIGH,manual_override_corrected,must,8.0,192.0,7.0,1.2303,1.008,0.25,0.25,0.375,0.125,0.0,2013.0,2020.0,0.0,6.0,75.0,51.174934725848566,61.885245901639344,89.94778067885117,45.08196721311475,55.32786885245902,41.39344262295082,192.0
Dr Charlotte Emily Forrest,A5112073981,Charlotte E. Forrest,Royal Adelaide Hospital,AU,4.0,0.0,1.0,HIGH,pass3_llm_high,must,4.0,25.0,1.0,0.38565,0.1093,0.25,0.5,0.5,0.25,0.0,2012.0,2017.0,0.0,2.0,50.0,31.59268929503917,23.08743169398907,38.642297650130544,45.08196721311475,80.19125683060109,41.39344262295082,25.0
Dr Charlotte Lucinda Thomas,A5001516708,Charlotte L Thomas,The University of Sydney,AU,18.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,18.0,244.0,7.0,1.1918821166666664,0.9121,0.0555555555555555,0.3888888888888889,0.6111111111111112,0.0,0.0,1974.0,2019.0,0.0,14.0,77.8,72.32375979112271,68.71584699453553,38.642297650130544,24.04371584699453,72.95081967213115,41.39344262295082,244.0
Dr Chasari  Tancharoen,A5003143667,Chasari Tancharoen,St Vincent's Hospital Melbourne,AU,10.0,0.0,1.0,HIGH,pass1_targeted,must,10.0,111.0,3.0,0.90927,0.96765,0.4,0.0,0.2,0.2,0.0,2011.0,2017.0,0.0,5.0,50.0,57.04960835509139,49.45355191256831,38.642297650130544,68.0327868852459,13.797814207650273,41.39344262295082,111.0
Dr Chris Khachadour Jalilian,A5076740912,Chris Jalilian,Monash Health,AU,14.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,14.0,150.0,5.0,0.5907083333333333,0.0,0.5,0.5714285714285714,0.3571428571428571,0.0,0.0,2008.0,2026.0,0.0,9.0,64.3,66.0574412532637,56.9672131147541,38.642297650130544,80.60109289617486,87.1584699453552,41.39344262295082,150.0
Dr Christina Alexandra Saywell,A5028631511,Christina A Saywell,Bankstown Lidcombe Hospital,AU,1.0,0.0,1.0,HIGH,pass3_llm_high,must,1.0,37.0,1.0,1.8763,1.8763,0.0,1.0,1.0,0.0,0.0,1997.0,1997.0,0.0,1.0,100.0,6.78851174934726,29.23497267759563,38.642297650130544,11.74863387978142,96.99453551912568,41.39344262295082,37.0
Dr Christopher Hudson Heyes,A5087287678,Christopher Heyes,The Royal Melbourne Hospital,AU,6.0,0.0,1.0,HIGH,pass3_llm_high,must,6.0,149.0,4.0,1.1615833333333334,0.27485,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,2010.0,2017.0,0.0,5.0,83.3,41.38381201044387,56.4207650273224,38.642297650130544,11.74863387978142,42.48633879781421,41.39344262295082,149.0
Dr Christopher John McCormack,A5059028953,Christopher McCormack,The University of Melbourne,AU,98.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,98.0,2804.0,50.0,2.402803076630435,1.3537,0.3578947368421052,0.2448979591836734,0.1224489795918367,0.1938775510204081,9.0,1987.0,2025.0,0.0,80.0,81.6,93.733681462141,94.53551912568308,38.642297650130544,61.74863387978142,53.551912568306015,94.39890710382514,2804.0
Dr Christopher John Quirk,A5110220825,Christopher J Quirk,Melanoma Institute Australia,AU,23.0,0.0,1.0,HIGH,pass1_targeted,must,23.0,675.0,16.0,1.0781130434782609,0.7255,0.217391304347826,0.1304347826086956,0.2608695652173913,0.3043478260869565,0.0,1979.0,2019.0,0.0,18.0,78.3,77.67624020887729,85.51912568306011,38.642297650130544,40.16393442622951,36.885245901639344,41.39344262295082,675.0
Dr Christopher John Tyson,A5083400870,Christopher John Tyson,,,1.0,0.0,0.0,HIGH,manual_override_corrected,must,1.0,0.0,0.0,,,1.0,0.0,1.0,0.0,8.0,1974.0,1974.0,0.0,0.0,0.0,6.78851174934726,2.459016393442623,38.642297650130544,96.31147540983606,13.797814207650273,93.98907103825135,0.0
Dr Christopher Ramon Kearney,A5087584896,Christopher R Kearney,,,3.0,0.0,1.0,HIGH,pass3_llm_high,must,3.0,45.0,2.0,0.8212666666666667,0.3077,0.0,0.3333333333333333,1.0,0.0,0.0,2001.0,2006.0,0.0,2.0,66.7,25.06527415143603,31.967213114754102,38.642297650130544,11.74863387978142,65.84699453551912,41.39344262295082,45.0
Dr Claire Elizabeth Grills,A5018031642,Claire Grills,Royal Children's Hospital,AU,13.0,7.0,1.0,HIGH,manual_override_corrected,must,13.0,253.0,5.0,1.5837,0.9083,0.3076923076923077,0.4615384615384615,0.2307692307692307,0.0769230769230769,6.0,2006.0,2026.0,0.0,13.0,100.0,63.83812010443864,69.67213114754098,89.94778067885117,52.459016393442624,77.3224043715847,92.4863387978142,253.0
Dr Claire Margaret Felmingham,A5076757971,Claire Felmingham,Australian Regenerative Medicine Institute,AU,17.0,0.0,1.0,HIGH,pass3_llm_high,must,17.0,215.0,6.0,1.1007,0.2607,0.4117647058823529,0.0588235294117647,0.7647058823529411,0.0,1.0,2019.0,2022.0,0.0,17.0,100.0,71.14882506527415,65.7103825136612,38.642297650130544,70.21857923497268,28.14207650273224,85.10928961748634,215.0
Dr Clare Conway Schofield,A5067290175,Clare Schofield,,,6.0,0.0,1.0,HIGH,pass3_llm_high,must,6.0,41.0,3.0,0.5755833333333334,0.5156,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,1987.0,2013.0,0.0,5.0,83.3,41.38381201044387,30.737704918032787,38.642297650130544,57.240437158469945,13.797814207650273,41.39344262295082,41.0
Dr Clare Koh,A5069869788,Clare Koh,Sydney Children's Hospital,AU,2.0,2.0,1.0,HIGH,manual_override_corrected,must,2.0,56.0,1.0,0.292,0.292,0.0,0.5,0.5,0.0,0.0,2004.0,2009.0,0.0,1.0,50.0,17.362924281984334,35.79234972677596,83.28981723237598,11.74863387978142,80.19125683060109,41.39344262295082,56.0
Dr Clare Penelope Tait,A5038048309,Clare P Tait,Hollywood Orthopaedic Group,AU,21.0,0.0,1.0,HIGH,pass3_llm_high,must,21.0,516.0,16.0,1.2813428571428571,0.7386,0.0476190476190476,0.0952380952380952,0.1904761904761904,0.5714285714285714,0.0,1987.0,2020.0,0.0,16.0,76.2,76.10966057441253,82.78688524590164,38.642297650130544,23.49726775956284,31.693989071038253,41.39344262295082,516.0
Dr Claudia Elizabeth Spence Curchin,A5057296414,Claudia Curchin,Princess Alexandra Hospital,AU,10.0,0.0,1.0,HIGH,pass3_llm_high,must,10.0,207.0,4.0,1.54124,0.51685,0.6,0.3,0.3,0.0,0.0,2010.0,2018.0,1.0,9.0,90.0,57.04960835509139,64.07103825136612,38.642297650130544,86.6120218579235,60.10928961748634,41.39344262295082,207.0
Dr Colin Gek Ghee Ooi,A5052368133,Colin Ooi,Royal Adelaide Hospital,AU,8.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,8.0,131.0,4.0,0.450625,0.4417999999999999,0.25,0.0,0.625,0.0,0.0,2005.0,2016.0,0.0,6.0,75.0,51.174934725848566,53.825136612021865,38.642297650130544,45.08196721311475,13.797814207650273,41.39344262295082,131.0
Dr Colin Soo-Chee Ong,A5053053678,Colin S. Ong,,,13.0,0.0,1.0,HIGH,pass3_llm_high,must,13.0,702.0,7.0,1.4741924576923076,0.6904,0.1538461538461538,0.0769230769230769,0.6923076923076923,0.0,0.0,1994.0,2012.0,0.0,10.0,76.9,63.83812010443864,86.33879781420765,38.642297650130544,32.10382513661202,30.327868852459016,41.39344262295082,702.0
Dr Con  Dolianitis,A5041754617,Con Dolianitis,The Royal Melbourne Hospital,AU,35.0,0.0,1.0,HIGH,pass1_targeted,must,35.0,465.0,12.0,0.8322857142857144,0.455,0.2571428571428571,0.0285714285714285,0.1142857142857142,0.6571428571428571,0.0,2002.0,2026.0,0.0,33.0,94.3,84.72584856396867,81.4207650273224,38.642297650130544,46.99453551912568,27.595628415300546,41.39344262295082,465.0
Dr Corinne  Maiolo,A5008470898,Corinne Maiolo,South Australia Pathology,AU,7.0,0.0,1.0,HIGH,pass1_targeted,must,7.0,17.0,0.0,0.1766571428571428,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.0,2015.0,2018.0,0.0,7.0,100.0,46.60574412532637,18.30601092896175,38.642297650130544,91.8032786885246,13.797814207650273,41.39344262295082,17.0
Dr Crystal Nicole Williams,A5103049140,Crystal Williams,Townsville Hospital,AU,20.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,21.0,306.0,8.0,1.160975,0.0,0.6190476190476191,0.4285714285714285,0.1428571428571428,0.0952380952380952,12.0,1998.0,2026.0,0.0,9.0,42.9,76.10966057441253,72.1311475409836,38.642297650130544,87.70491803278688,75.95628415300546,96.17486338797814,306.0
Dr Dana Rose-Marie Louise Slape,A5007841453,Dana Slape,Camden and Campbelltown Hospitals,AU,3.0,2.0,1.0,HIGH,manual_override_corrected,must,3.0,13.0,0.0,1.2128,0.358,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,2019.0,2024.0,0.0,3.0,100.0,25.06527415143603,16.39344262295082,83.28981723237598,90.02732240437157,65.84699453551912,41.39344262295082,13.0
Dr Daram Singh,A5000916743,Daram Singh,Royal Perth Hospital,AU,3.0,2.0,1.0,HIGH,manual_override_corrected,must,3.0,54.0,1.0,0.5291666666666667,0.0,0.0,0.0,1.0,0.0,0.0,2010.0,2011.0,0.0,3.0,100.0,25.06527415143603,35.24590163934426,83.28981723237598,11.74863387978142,13.797814207650273,41.39344262295082,54.0
Dr David  Burdon-Jones,A5036020524,David Burdon‐Jones,Western Health,AU,9.0,6.0,1.0,HIGH,manual_override_corrected,must,9.0,211.0,5.0,1.3865,1.086,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.0,1992.0,2025.0,0.0,9.0,100.0,54.43864229765013,65.02732240437157,89.03394255874673,41.2568306010929,77.04918032786885,41.39344262295082,211.0
Dr David Charles Orchard,A5082259725,David Orchard,Royal Children's Hospital,AU,79.0,18.0,1.0,HIGH,restored_manual_review,must,79.0,,,,,,,,,,,,,,,92.2976501305483,,95.30026109660574,,,,
Dr David Yu Shun Wong,A5015945824,David Yu-Shun Wong,South Eastern Sydney Local Health District,AU,1.0,1.0,1.0,HIGH,manual_override_corrected,must,1.0,27.0,1.0,3.1904,3.1904,1.0,1.0,0.0,0.0,0.0,2022.0,2022.0,0.0,1.0,100.0,6.78851174934726,24.59016393442623,79.11227154046998,96.31147540983606,96.99453551912568,41.39344262295082,27.0
Dr Davin Sui Lim,A5110273729,Davin Lim,Queensland Health,AU,27.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,27.0,224.0,7.0,0.9803432329629632,0.8534,0.3703703703703703,0.3333333333333333,0.4444444444444444,0.3703703703703703,0.0,2001.0,2026.0,0.0,25.0,92.6,81.59268929503916,66.66666666666666,38.642297650130544,62.56830601092896,65.84699453551912,41.39344262295082,224.0
Dr Dean Jeremy Choong,A5051830872,Dean Jeremy Choong,Fiona Stanley Hospital,AU,5.0,0.0,1.0,HIGH,pass2_global,must,5.0,35.0,2.0,0.96128,1.2073,0.4,0.0,0.8,0.0,0.0,2021.0,2024.0,0.0,5.0,100.0,36.55352480417754,28.27868852459016,38.642297650130544,68.0327868852459,13.797814207650273,41.39344262295082,35.0
Dr Deanna Alicia Wong,A5111814389,Deanna A Wong,,,6.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,6.0,91.0,3.0,0.14075,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,1995.0,2007.0,0.0,5.0,83.3,41.38381201044387,45.90163934426229,38.642297650130544,57.240437158469945,65.84699453551912,41.39344262295082,91.0
Dr Derek  Davies,A5016069556,Derek Davies,Calvary Mater Newcastle Hospital,AU,5.0,0.0,1.0,HIGH,pass2_global,must,5.0,46.0,2.0,0.094575,0.0,0.25,0.2,1.0,0.0,0.0,1967.0,2000.0,0.0,0.0,0.0,36.55352480417754,32.650273224043715,38.642297650130544,45.08196721311475,48.08743169398907,41.39344262295082,46.0
Dr Dev Ruhunage Tilakaratne,A5018532317,Dev Tilakaratne,Royal Darwin Hospital,AU,18.0,0.0,1.0,HIGH,pass3_llm_high,must,18.0,435.0,4.0,0.7799666666666666,0.19605,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2777777777777778,1.0,2014.0,2026.0,0.0,16.0,88.9,72.32375979112271,80.05464480874316,38.642297650130544,41.2568306010929,65.84699453551912,85.10928961748634,435.0
Dr Devita  Surjana,A5043017139,Devita Surjana,Advanced Dermatology,US,15.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,15.0,790.0,7.0,2.3873642857142863,0.87385,0.4,0.1333333333333333,0.4666666666666667,0.0,1.0,2010.0,2021.0,0.0,14.0,93.3,67.75456919060052,87.70491803278688,38.642297650130544,68.0327868852459,37.29508196721312,85.10928961748634,790.0
Dr Diana Louise Norris,A5102068039,Diana Norris,St Vincent's Hospital Melbourne,AU,3.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,2.0,20.0,1.0,0.7785,0.7785,0.0,0.5,0.0,0.5,0.0,2002.0,2016.0,0.0,1.0,50.0,17.362924281984334,20.081967213114755,38.642297650130544,11.74863387978142,80.19125683060109,41.39344262295082,20.0
Dr Diana Marie Rubel,A5112556598,Diana Rubel,Australian National University,AU,59.0,0.0,1.0,HIGH,pass3_llm_high,must,59.0,3281.0,33.0,4.037884482758621,0.96415,0.4406779661016949,0.5254237288135594,0.3050847457627119,0.0847457627118644,24.0,1993.0,2025.0,2.0,36.0,61.0,90.07832898172325,95.08196721311477,38.642297650130544,72.95081967213115,84.42622950819673,97.81420765027322,3281.0
Dr Diona Lee Damian,A5109680281,Diona L. Damian,The University of Sydney,AU,106.0,37.0,1.0,HIGH,manual_override_corrected,must,106.0,4766.0,64.0,3.2688192496039603,1.6083,0.3300970873786408,0.0747663551401869,0.3271028037383177,0.4205607476635514,6.0,1991.0,2026.0,8.0,95.0,88.8,94.51697127937337,96.99453551912568,98.04177545691904,54.644808743169406,29.508196721311474,92.4863387978142,4766.0
Dr Dorota  Long,A5059461335,Dorota Long,Flinders Medical Centre,AU,4.0,0.0,1.0,HIGH,pass1_targeted,must,4.0,99.0,4.0,1.1269,1.26875,0.25,0.0,0.5,0.25,0.0,2004.0,2007.0,0.0,4.0,100.0,31.59268929503917,46.58469945355191,38.642297650130544,45.08196721311475,13.797814207650273,41.39344262295082,99.0
Dr Dougal Francis Coates,A5036783494,Dougal Coates,CSIRO Manufacturing,AU,9.0,0.0,1.0,HIGH,pass3_llm_high,must,9.0,40.0,1.0,0.2886111111111111,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,1964.0,2024.0,0.0,8.0,88.9,54.43864229765013,30.327868852459016,38.642297650130544,41.2568306010929,65.84699453551912,41.39344262295082,40.0
Dr Du-Chien Jean Marie Tan,A5011050671,Jean-Marie Tan,The University of Queensland,AU,6.0,3.0,1.0,HIGH,manual_override_corrected,must,6.0,100.0,3.0,1.24944,1.5473,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,2016.0,2025.0,0.0,6.0,100.0,41.38381201044387,47.13114754098361,86.16187989556136,90.02732240437157,65.84699453551912,41.39344262295082,100.0
Dr Duncan Graham Stanford,A5123953838,Duncan Graham Stanford,University of Wollongong,AU,1.0,0.0,1.0,HIGH,pass1_targeted,must,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2026.0,2026.0,0.0,1.0,100.0,6.78851174934726,2.459016393442623,38.642297650130544,96.31147540983606,96.99453551912568,41.39344262295082,0.0
Dr Edmund Pei Yi Wee,A5047279488,Edmund Wee,Cancer Council Western Australia,AU,2.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,30.0,343.0,12.0,0.9133964285714286,0.6887000000000001,0.4333333333333333,0.1,0.5,0.0333333333333333,0.0,2015.0,2026.0,0.0,27.0,90.0,83.5509138381201,74.59016393442623,38.642297650130544,72.40437158469946,32.240437158469945,41.39344262295082,343.0
Dr Edwina Millicent Lamrock,A5037160452,Edwina Lamrock,John Hunter Hospital,AU,6.0,0.0,1.0,HIGH,pass3_llm_high,must,6.0,68.0,2.0,0.9471833333333334,0.81975,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,2010.0,2024.0,0.0,6.0,100.0,41.38381201044387,40.30054644808743,38.642297650130544,34.42622950819672,42.48633879781421,41.39344262295082,68.0
Dr Eleni  Yiasemides,A5027682688,Eleni Yiasemides,,,13.0,0.0,1.0,HIGH,pass2_global,must,13.0,406.0,6.0,1.737276923076923,0.8689,0.3076923076923077,0.3076923076923077,0.3846153846153846,0.1538461538461538,0.0,2006.0,2025.0,0.0,11.0,84.6,63.83812010443864,78.41530054644808,38.642297650130544,52.459016393442624,61.338797814207645,41.39344262295082,406.0
Dr Eleni Peta Anthony,A5061738470,Eleni Anthony,Box Hill Hospital,AU,10.0,3.0,1.0,HIGH,manual_override_corrected,must,10.0,39.0,2.0,0.38176,0.0,0.3,0.3,1.0,0.0,0.0,2012.0,2018.0,0.0,7.0,70.0,57.04960835509139,29.918032786885245,86.16187989556136,51.36612021857923,60.10928961748634,41.39344262295082,39.0
Dr Elizabeth  Dawes-Higgs,A5087327012,Elizabeth Dawes‐Higgs,Northern Sydney Local Health District,AU,6.0,0.0,1.0,HIGH,pass1_targeted,must,6.0,83.0,4.0,0.3583666666666667,0.14965,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,2001.0,2024.0,0.0,5.0,83.3,41.38381201044387,44.53551912568306,38.642297650130544,34.42622950819672,65.84699453551912,41.39344262295082,83.0
Dr Elizabeth Mary Christou,A5025070185,Elizabeth M Christou,Sydney Children's Hospital,AU,6.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,6.0,192.0,3.0,1.5279073683333335,0.58865,0.0,0.0,0.8333333333333334,0.0,0.0,2010.0,2014.0,0.0,3.0,50.0,41.38381201044387,61.885245901639344,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,192.0
Dr Elizabeth Mary Willsteed,A5079553235,Elizabeth Willsteed,,,13.0,0.0,1.0,HIGH,pass3_llm_high,must,13.0,353.0,6.0,0.7290384615384615,0.0,0.0,0.6153846153846154,0.6153846153846154,0.1538461538461538,0.0,1985.0,2006.0,0.0,12.0,92.3,63.83812010443864,75.40983606557377,38.642297650130544,11.74863387978142,88.25136612021858,41.39344262295082,353.0
Dr Elizabeth Teng Yoke Chow,A5112840266,Elizabeth T Chow,Liverpool Hospital,AU,7.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,7.0,154.0,5.0,0.6934571428571428,0.5407,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,1992.0,2022.0,0.0,6.0,85.7,46.60574412532637,57.78688524590165,38.642297650130544,30.87431693989071,39.07103825136612,41.39344262295082,154.0
Dr Emma Louise Haverhoek,A5022577585,Emma Haverhoek,Royal Adelaide Hospital,AU,1.0,0.0,1.0,HIGH,pass2_global,must,1.0,45.0,1.0,1.2918,1.2918,0.0,0.0,1.0,0.0,0.0,2008.0,2008.0,0.0,1.0,100.0,6.78851174934726,31.967213114754102,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,45.0
Dr Emma Louise Hiscutt,A5032010584,Emma Hiscutt,The Alfred Hospital,AU,13.0,0.0,1.0,HIGH,pass3_llm_high,must,13.0,112.0,3.0,2.1823,0.624,0.6153846153846154,0.7692307692307693,0.3076923076923077,0.0769230769230769,15.0,2008.0,2026.0,0.0,10.0,76.9,63.83812010443864,49.86338797814208,38.642297650130544,87.43169398907104,92.34972677595628,97.1311475409836,112.0
Dr Er Tsing Vivian Tng,A5010131410,Er Tsing Vivian Tng,John Hunter Hospital,AU,6.0,0.0,1.0,HIGH,pass1_targeted,must,6.0,29.0,0.0,0.6457166666666667,0.57455,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.0,2018.0,2022.0,0.0,6.0,100.0,41.38381201044387,25.546448087431692,38.642297650130544,57.240437158469945,13.797814207650273,41.39344262295082,29.0
Dr Eric  Waine,A5026164600,Éric Denis translated by Oliver Waine,,,1.0,0.0,0.0,HIGH,manual_override_corrected,must,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018.0,2018.0,0.0,0.0,0.0,6.78851174934726,2.459016393442623,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,0.0
Dr Erin Kelly McMeniman,A5080054407,Erin McMeniman,Queensland University of Technology,AU,82.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,82.0,1056.0,19.0,1.2964103896103896,0.1443,0.2804878048780488,0.1707317073170731,0.0853658536585365,0.4268292682926829,12.0,2007.0,2026.0,0.0,78.0,95.1,92.81984334203656,89.34426229508196,38.642297650130544,48.63387978142077,44.80874316939891,96.17486338797814,1056.0
Dr Erin Mullan,A5079690275,Erin Mullan,,,3.0,2.0,0.0,HIGH,manual_override_corrected,must,3.0,21.0,2.0,0.3102333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,2011.0,2025.0,0.0,3.0,100.0,25.06527415143603,20.62841530054645,83.28981723237598,11.74863387978142,89.89071038251366,41.39344262295082,21.0
Dr Eshini Ishanka Perera,A5085834804,Eshini Perera,The University of Melbourne,AU,25.0,0.0,1.0,HIGH,pass3_llm_high,must,25.0,533.0,12.0,1.7500695652173914,0.5319,0.4,0.0,0.88,0.04,0.0,2009.0,2017.0,0.0,23.0,92.0,79.63446475195822,83.06010928961749,38.642297650130544,68.0327868852459,13.797814207650273,41.39344262295082,533.0
Dr Esther Hong,A5128245715,Esther Hong,The University of Sydney,AU,2.0,0.0,1.0,HIGH,reresolution_proportional_v1,must,2.0,,,,,,,,,,,,,,,17.362924281984334,,38.642297650130544,,,,
Dr Fatemeh  Arianejad,A5036395362,Fatemeh Arianejad,Gosford Hospital,AU,2.0,0.0,1.0,HIGH,pass2_global,must,2.0,2.0,0.0,0.21635,0.21635,0.0,0.0,0.0,0.0,0.0,2021.0,2021.0,0.0,2.0,100.0,17.362924281984334,6.967213114754098,38.642297650130544,11.74863387978142,13.797814207650273,41.39344262295082,2.0
Dr Fiona Jane Bruce,A5051286688,Fiona Bruce,Australasian College of Dermatologists,AU,14.0,0.0,1.0,HIGH,pass3_llm_high,must,14.0,290.0,4.0,0.9653384615384616,1.0524,0.2857142857142857,0.3571428571428571,0.0714285714285714,0.5,0.0,1991.0,2024.0,0.0,7.0,50.0,66.0574412532637,71.58469945355192,38.642297650130544,49.31693989071038,69.67213114754098,41.39344262295082,290.0
Dr Flora Yuk-Han Poon,A5101922477,Flora Poon,Monash Health,AU,19.0,0.0,1.0,HIGH,pass2b_coauth_bootstrap,must,19.0,587.0,8.0,2.276964705882353,0.4613,0.3157894736842105,0.3684210526315789,0.2631578947368421,0.1052631578947368,0.0,2010.0,2024.0,0.0,17.0,89.5,73.62924281984334,84.42622950819673,38.642297650130544,53.278688524590166,70.49180327868852,41.39344262295082,587.0
Dr Frances Joan Tefany,A5064796906,Frances J. Tefany,St Vincent's Hospital Sydney,AU,5.0,0.0,1.0,HIGH,pass3_llm_high,must,5.0,380.0,4.0,0.96433057,0.9917,0.0,0.2,0.6,0.0,0.0,1990.0,2015.0,0.0,5.0,100.0,36.55352480417754,77.04918032786885,38.642297650130544,11.74863387978142,48.08743169398907,41.39344262295082,380.0
Dr Francis Yi Xing Lai,A5084117414,Francis Yi Xing Lai,Monash Health,AU,40.0,0.0,1.0,HIGH,pass2_global,must,40.0,292.0,8.0,0.927655,0.4471,0.325,0.225,0.175,0.2,0.0,2014.0,2026.0,0.0,24.0,60.0,86.55352480417756,71.85792349726776,38.642297650130544,54.23497267759563,51.91256830601093,41.39344262295082,292.0
Dr Frank  Isaacs,A5020373437,Frank Isaacs,St Vincent's Hospital Sydney,AU,8.0,0.0,1.0,HIGH,pass2_global,must,8.0,24.0,0.0,0.2623875,0.1428,0.375,0.375,0.125,0.375,0.0,1971.0,2025.0,0.0,4.0,50.0,51.174934725848566,22.26775956284153,38.642297650130544,63.934426229508205,71.58469945355192,41.39344262295082,24.0
Dr Friyana Keiku Bhabha,A5057697105,Friyana Bhabha,Peter MacCallum Cancer Centre,AU,16.0,0.0,1.0,HIGH,pass3_llm_high,must,16.0,70.0,3.0,1.173175,0.3453,0.375,0.125,0.5625,0.0,0.0,2011.0,2025.0,0.0,16.0,100.0,69.84334203655352,41.39344262295082,38.642297650130544,63.934426229508205,35.92896174863388,41.39344262295082,70.0
Dr Gary Raymond Moloney,A5019564463,Gary R. Moloney,Sir Charles Gairdner Hospital,AU,4.0,0.0,1.0,HIGH,pass3_llm_high,must,4.0,11.0,0.0,0.35765,0.25115,0.0,0.25,1.0,0.0,0.0,2013.0,2015.0,0.0,4.0,100.0,31.59268929503917,15.437158469945356,38.642297650130544,11.74863387978142,55.32786885245902,41.39344262295082,11.0
Dr Gayle Loraine Ross,A5034456513,Gayle Ross,The Royal Melbourne Hospital,AU,103.0,17.0,1.0,HIGH,restored_manual_review,must,103.0,,,,,,,,,,,,,,,94.12532637075718,,94.51697127937337,,,,
Dr Genevieve Marie Sadler,A5071873118,Genevieve Sadler,Sir Charles Gairdner Hospital,AU,10.0,0.0,1.0,HIGH,pass2_global,must,10.0,191.0,4.0,0.905,0.2522,0.4,0.2,0.4,0.2,0.0,2006.0,2025.0,0.0,9.0,90.0,57.04960835509139,61.47540983606557,38.642297650130544,68.0327868852459,48.08743169398907,41.39344262295082,191.0
Dr George Andrew Varigos,A5108082559,George A. Varigos,The Royal Melbourne Hospital,AU,53.0,22.0,1.0,HIGH,manual_override_corrected,must,54.0,2768.0,31.0,2.1493629629629627,0.49855,0.2777777777777778,0.1666666666666666,0.0925925925925925,0.3703703703703703,1.0,1976.0,2023.0,0.0,44.0,81.5,89.29503916449086,94.26229508196722,96.08355091383812,48.08743169398907,42.48633879781421,85.10928961748634,2768.0
Dr Georgia Frances Farrah,A5010910372,Georgia Farrah,Princess Margaret Hospital for Children,AU,4.0,0.0,1.0,HIGH,pass3_llm_high,must,4.0,86.0,2.0,2.2961500000000004,1.07765,0.5,0.0,0.75,0.0,2.0,2016.0,2023.0,0.0,4.0,100.0,31.59268929503917,45.21857923497268,38.642297650130544,80.60109289617486,13.797814207650273,88.11475409836066,86.0
